2-3 tl=1.0 ov=1 0.00 344 410 0  (diff -66, games 754)  45.62  54.38  +/-  3.56
2-3 tl=1.0 ov=1 0.10 355 411 0  (diff -56, games 766)  46.34  53.66  +/-  3.53
2-3 tl=1.0 ov=1 0.50 371 366 0  (diff 5, games 737)  50.34  49.66  +/-  3.61
2-3 tl=1.0 ov=1 0.65 366 373 0  (diff -7, games 739)  49.53  50.47  +/-  3.60
2-3 tl=1.0 ov=1 0.80 368 419 0  (diff -51, games 787)  46.76  53.24  +/-  3.49
2-3 tl=1.0 ov=1 0.90 363 395 0  (diff -32, games 758)  47.89  52.11  +/-  3.56
2-3 tl=1.0 ov=1 0.95 350 400 0  (diff -50, games 750)  46.67  53.33  +/-  3.57
2-3 tl=1.0 ov=1 0.99 335 425 0  (diff -90, games 760)  44.08  55.92  +/-  3.53
2-3 tl=1.0 ov=1 1.00 363 417 0  (diff -54, games 780)  46.54  53.46  +/-  3.50
