0 	0.295788 	0.285967 	0.581755 	0.225315 	0.215494 	0.440809 	0.128938 	0.126869 	0.255807
0.1 	0.295209 	0.274111 	0.56932 	0.214919 	0.207642 	0.422561 	0.12905 	0.12129 	0.25034
0.5 	0.290539 	0.266741 	0.557281 	0.209391 	0.222162 	0.431553 	0.126517 	0.123032 	0.249548
0.65 	0.271537 	0.267955 	0.539492 	0.209654 	0.209694 	0.419348 	0.127019 	0.12407 	0.251089
0.8 	0.26646 	0.271176 	0.537635 	0.20972 	0.205645 	0.415365 	0.12436 	0.121793 	0.246153
0.95 	0.270869 	0.272957 	0.543826 	0.208911 	0.213888 	0.422799 	0.126324 	0.121917 	0.248241
1 	0.262446 	0.255023 	0.517469 	0.203449 	0.201819 	0.405269 	0.120906 	0.116506 	0.237412
