1-2 tl=5.0 ov=2 0.00 332 416 0  (diff -84, games 748)  44.39  55.61  +/-  3.56
1-2 tl=5.0 ov=2 0.10 298 448 0  (diff -150, games 746)  39.95  60.05  +/-  3.51
1-2 tl=5.0 ov=2 0.50 308 432 0  (diff -124, games 740)  41.62  58.38  +/-  3.55
1-2 tl=5.0 ov=2 0.65 330 419 0  (diff -89, games 749)  44.06  55.94  +/-  3.56
1-2 tl=5.0 ov=2 0.80 314 432 0  (diff -118, games 746)  42.09  57.91  +/-  3.54
1-2 tl=5.0 ov=2 0.90 312 423 0  (diff -111, games 735)  42.45  57.55  +/-  3.57
1-2 tl=5.0 ov=2 0.95 318 447 0  (diff -129, games 765)  41.57  58.43  +/-  3.49
1-2 tl=5.0 ov=2 0.99 324 440 0  (diff -116, games 764)  42.41  57.59  +/-  3.50
1-2 tl=5.0 ov=2 1.00 296 457 0  (diff -161, games 753)  39.31  60.69  +/-  3.49
